463334.04, 7047071.01
463361.018, 7047057.999
463369.99, 7047078.5
463325.061, 7047106.018
463260.048, 7047102.513
463469.7, 7047183.01
463576.9, 7046961.03
463296.23, 7046832.5
463089.83, 7047181.56
463237.724, 7047350.506
463601.991, 7047411.549
463729.965, 7047340.486
463772.76, 7046707.005
463309.18, 7046611.001
462594.34, 7046913.017
462697.925, 7047436.45
462837.222, 7047593.529
463227.255, 7047446.519
463551.854, 7047552.53
463840.36, 7047386.037
464020.208, 7047393.016
464179.88, 7047406.992
463333.332, 7046414.003
463412.512, 7046092.487
462720.423, 7047724.517
462940.704, 7047738.513
462263.537, 7048011.985
463583.805, 7048269.521
463899.97, 7047824.22
464563.096, 7047869.478
465554.989, 7048063.995
466358.965, 7044563.964
463359.066, 7044260.045
460359.031, 7045064.032
461163.042, 7048064.001
463357.272, 7050261.078
